Index,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700
127.0,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462,0.8462
298.0,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541,0.0541
440.0,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564,0.0564
371.0,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573,0.0573
621.0,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581,0.0581
596.0,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591,0.0591
234.0,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597,0.0597
898.0,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602
836.0,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603
629.0,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612
1237.0,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612,0.0612
174.0,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615,0.0615
780.0,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616,0.0616
537.0,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062
1169.0,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622,0.0622
684.0,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624,0.0624
512.0,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626,0.0626
676.0,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627,0.0627
503.0,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629,0.0629
563.0,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
663.0,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
736.0,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632,0.0632
706.0,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633
788.0,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633
